sample_name,sex,dataset,super-population,sub-population
HG01286,Male,ThousandGenomes,AMR,PUR
HG01302,Male,ThousandGenomes,AMR,PUR
HG01303,Female,ThousandGenomes,AMR,PUR
HG01305,Male,ThousandGenomes,AMR,PUR
HG01308,Male,ThousandGenomes,AMR,PUR
HG01311,Male,ThousandGenomes,AMR,PUR
HG01312,Female,ThousandGenomes,AMR,PUR
HG01323,Female,ThousandGenomes,AMR,PUR
HG01325,Male,ThousandGenomes,AMR,PUR
HG01326,Female,ThousandGenomes,AMR,PUR
HG01334,Male,ThousandGenomes,EUR,GBR
HG01341,Male,ThousandGenomes,AMR,CLM
HG01342,Female,ThousandGenomes,AMR,CLM
HG01343,Female,ThousandGenomes,AMR,CLM
HG01344,Male,ThousandGenomes,AMR,CLM
HG01345,Female,ThousandGenomes,AMR,CLM
HG01346,Female,ThousandGenomes,AMR,CLM
HG01347,Male,ThousandGenomes,AMR,CLM
HG01348,Female,ThousandGenomes,AMR,CLM
HG01349,Female,ThousandGenomes,AMR,CLM
HG01350,Male,ThousandGenomes,AMR,CLM
HG01351,Female,ThousandGenomes,AMR,CLM
HG01352,Female,ThousandGenomes,AMR,CLM
HG01353,Male,ThousandGenomes,AMR,CLM
HG01354,Female,ThousandGenomes,AMR,CLM
HG01355,Female,ThousandGenomes,AMR,CLM
HG01356,Male,ThousandGenomes,AMR,CLM
HG01357,Female,ThousandGenomes,AMR,CLM
HG01358,Male,ThousandGenomes,AMR,CLM
HG01359,Male,ThousandGenomes,AMR,CLM
HG01360,Female,ThousandGenomes,AMR,CLM
HG01361,Female,ThousandGenomes,AMR,CLM
HG01362,Male,ThousandGenomes,AMR,CLM
HG01363,Female,ThousandGenomes,AMR,CLM
HG01365,Male,ThousandGenomes,AMR,CLM
HG01366,Unknown,ThousandGenomes,AMR,CLM
HG01367,Female,ThousandGenomes,AMR,CLM
HG01369,Female,ThousandGenomes,AMR,CLM
HG01372,Female,ThousandGenomes,AMR,CLM
HG01374,Male,ThousandGenomes,AMR,CLM
HG01375,Female,ThousandGenomes,AMR,CLM
HG01376,Female,ThousandGenomes,AMR,CLM
HG01377,Male,ThousandGenomes,AMR,CLM
HG01378,Female,ThousandGenomes,AMR,CLM
HG01379,Female,ThousandGenomes,AMR,CLM
HG01383,Male,ThousandGenomes,AMR,CLM
HG01384,Female,ThousandGenomes,AMR,CLM
HG01385,Female,ThousandGenomes,AMR,CLM
HG01389,Male,ThousandGenomes,AMR,CLM
HG01390,Female,ThousandGenomes,AMR,CLM
HG01391,Female,ThousandGenomes,AMR,CLM
HG01392,Male,ThousandGenomes,AMR,PUR
HG01393,Female,ThousandGenomes,AMR,PUR
HG01395,Male,ThousandGenomes,AMR,PUR
HG01396,Female,ThousandGenomes,AMR,PUR
HG01398,Male,ThousandGenomes,AMR,PUR
HG01402,Male,ThousandGenomes,AMR,PUR
HG01403,Female,ThousandGenomes,AMR,PUR
HG01405,Male,ThousandGenomes,AMR,PUR
HG01412,Male,ThousandGenomes,AMR,PUR
HG01413,Male,ThousandGenomes,AMR,PUR
HG01414,Female,ThousandGenomes,AMR,PUR
HG01431,Male,ThousandGenomes,AMR,CLM
HG01432,Female,ThousandGenomes,AMR,CLM
HG01433,Male,ThousandGenomes,AMR,CLM
HG01435,Female,ThousandGenomes,AMR,CLM
HG01437,Male,ThousandGenomes,AMR,CLM
HG01438,Female,ThousandGenomes,AMR,CLM
HG01439,Female,ThousandGenomes,AMR,CLM
HG01440,Male,ThousandGenomes,AMR,CLM
HG01441,Female,ThousandGenomes,AMR,CLM
HG01443,Male,ThousandGenomes,AMR,CLM
HG01444,Female,ThousandGenomes,AMR,CLM
HG01447,Female,ThousandGenomes,AMR,CLM
HG01455,Male,ThousandGenomes,AMR,CLM
HG01456,Female,ThousandGenomes,AMR,CLM
HG01457,Male,ThousandGenomes,AMR,CLM
HG01459,Female,ThousandGenomes,AMR,CLM
HG01461,Male,ThousandGenomes,AMR,CLM
HG01462,Female,ThousandGenomes,AMR,CLM
HG01463,Female,ThousandGenomes,AMR,CLM
HG01464,Male,ThousandGenomes,AMR,CLM
HG01465,Female,ThousandGenomes,AMR,CLM
HG01466,Female,ThousandGenomes,AMR,CLM
HG01468,Female,ThousandGenomes,AMR,CLM
HG01474,Female,ThousandGenomes,AMR,CLM
HG01479,Male,ThousandGenomes,AMR,CLM
HG01485,Male,ThousandGenomes,AMR,CLM
HG01486,Female,ThousandGenomes,AMR,CLM
HG01488,Male,ThousandGenomes,AMR,CLM
HG01489,Female,ThousandGenomes,AMR,CLM
HG01490,Female,ThousandGenomes,AMR,CLM
HG01491,Male,ThousandGenomes,AMR,CLM
HG01492,Female,ThousandGenomes,AMR,CLM
HG01493,Female,ThousandGenomes,AMR,CLM
HG01494,Male,ThousandGenomes,AMR,CLM
HG01495,Female,ThousandGenomes,AMR,CLM
HG01496,Female,ThousandGenomes,AMR,CLM
HG01497,Male,ThousandGenomes,AMR,CLM
HG01498,Female,ThousandGenomes,AMR,CLM
HG01499,Male,ThousandGenomes,AMR,CLM
HG01500,Male,ThousandGenomes,EUR,IBS
HG01501,Female,ThousandGenomes,EUR,IBS
HG01502,Male,ThousandGenomes,EUR,IBS
HG01503,Male,ThousandGenomes,EUR,IBS
HG01504,Female,ThousandGenomes,EUR,IBS
HG01505,Male,ThousandGenomes,EUR,IBS
HG01506,Male,ThousandGenomes,EUR,IBS
HG01507,Female,ThousandGenomes,EUR,IBS
HG01508,Male,ThousandGenomes,EUR,IBS
HG01509,Male,ThousandGenomes,EUR,IBS
HG01510,Female,ThousandGenomes,EUR,IBS
HG01511,Female,ThousandGenomes,EUR,IBS
HG01512,Male,ThousandGenomes,EUR,IBS
HG01513,Female,ThousandGenomes,EUR,IBS
HG01514,Female,ThousandGenomes,EUR,IBS
HG01515,Male,ThousandGenomes,EUR,IBS
HG01516,Female,ThousandGenomes,EUR,IBS
HG01517,Female,ThousandGenomes,EUR,IBS
HG01518,Male,ThousandGenomes,EUR,IBS
HG01519,Female,ThousandGenomes,EUR,IBS
HG01520,Female,ThousandGenomes,EUR,IBS
HG01521,Male,ThousandGenomes,EUR,IBS
HG01522,Female,ThousandGenomes,EUR,IBS
HG01523,Male,ThousandGenomes,EUR,IBS
HG01524,Male,ThousandGenomes,EUR,IBS
HG01525,Female,ThousandGenomes,EUR,IBS
HG01526,Male,ThousandGenomes,EUR,IBS
HG01527,Male,ThousandGenomes,EUR,IBS
HG01528,Female,ThousandGenomes,EUR,IBS
HG01529,Male,ThousandGenomes,EUR,IBS
HG01530,Male,ThousandGenomes,EUR,IBS
HG01531,Female,ThousandGenomes,EUR,IBS
HG01532,Male,ThousandGenomes,EUR,IBS
HG01536,Male,ThousandGenomes,EUR,IBS
HG01537,Female,ThousandGenomes,EUR,IBS
HG01538,Female,ThousandGenomes,EUR,IBS
HG01550,Male,ThousandGenomes,AMR,CLM
HG01551,Female,ThousandGenomes,AMR,CLM
HG01552,Male,ThousandGenomes,AMR,CLM
HG01556,Male,ThousandGenomes,AMR,CLM
HG01565,Male,ThousandGenomes,AMR,PEL
HG01566,Female,ThousandGenomes,AMR,PEL
HG01567,Female,ThousandGenomes,AMR,PEL
HG01571,Male,ThousandGenomes,AMR,PEL
HG01572,Female,ThousandGenomes,AMR,PEL
HG01573,Female,ThousandGenomes,AMR,PEL
HG01577,Male,ThousandGenomes,AMR,PEL
HG01578,Female,ThousandGenomes,AMR,PEL
HG01579,Male,ThousandGenomes,AMR,PEL
HG01583,Male,ThousandGenomes,SAS,PJL
HG01586,Male,ThousandGenomes,SAS,PJL
HG01589,Male,ThousandGenomes,SAS,PJL
HG01593,Female,ThousandGenomes,SAS,PJL
HG01595,Female,ThousandGenomes,EAS,KHV
HG01596,Male,ThousandGenomes,EAS,KHV
HG01597,Female,ThousandGenomes,EAS,KHV
HG01598,Female,ThousandGenomes,EAS,KHV
HG01599,Female,ThousandGenomes,EAS,KHV
HG01600,Female,ThousandGenomes,EAS,KHV
HG01601,Male,ThousandGenomes,EUR,IBS
HG01602,Female,ThousandGenomes,EUR,IBS
HG01603,Male,ThousandGenomes,EUR,IBS
HG01604,Female,ThousandGenomes,EUR,IBS
HG01605,Female,ThousandGenomes,EUR,IBS
HG01606,Male,ThousandGenomes,EUR,IBS
HG01607,Female,ThousandGenomes,EUR,IBS
HG01608,Male,ThousandGenomes,EUR,IBS
HG01609,Male,ThousandGenomes,EUR,IBS
HG01610,Male,ThousandGenomes,EUR,IBS
HG01611,Male,ThousandGenomes,EUR,IBS
HG01612,Female,ThousandGenomes,EUR,IBS
HG01613,Female,ThousandGenomes,EUR,IBS
HG01614,Female,ThousandGenomes,EUR,IBS
HG01615,Male,ThousandGenomes,EUR,IBS
HG01616,Female,ThousandGenomes,EUR,IBS
HG01617,Male,ThousandGenomes,EUR,IBS
HG01618,Female,ThousandGenomes,EUR,IBS
HG01619,Male,ThousandGenomes,EUR,IBS
HG01620,Female,ThousandGenomes,EUR,IBS
HG01621,Male,ThousandGenomes,EUR,IBS
HG01622,Female,ThousandGenomes,EUR,IBS
HG01623,Female,ThousandGenomes,EUR,IBS
HG01624,Male,ThousandGenomes,EUR,IBS
HG01625,Male,ThousandGenomes,EUR,IBS
HG01626,Female,ThousandGenomes,EUR,IBS
HG01627,Male,ThousandGenomes,EUR,IBS
HG01628,Female,ThousandGenomes,EUR,IBS
HG01629,Male,ThousandGenomes,EUR,IBS
HG01630,Male,ThousandGenomes,EUR,IBS
HG01631,Male,ThousandGenomes,EUR,IBS
HG01632,Female,ThousandGenomes,EUR,IBS
HG01633,Male,ThousandGenomes,EUR,IBS
HG01667,Male,ThousandGenomes,EUR,IBS
HG01668,Female,ThousandGenomes,EUR,IBS
HG01669,Male,ThousandGenomes,EUR,IBS
HG01670,Female,ThousandGenomes,EUR,IBS
HG01671,Male,ThousandGenomes,EUR,IBS
HG01672,Male,ThousandGenomes,EUR,IBS
HG01673,Female,ThousandGenomes,EUR,IBS
HG01674,Male,ThousandGenomes,EUR,IBS
HG01675,Male,ThousandGenomes,EUR,IBS
HG01676,Female,ThousandGenomes,EUR,IBS
HG01677,Female,ThousandGenomes,EUR,IBS
HG01678,Male,ThousandGenomes,EUR,IBS
HG01679,Female,ThousandGenomes,EUR,IBS
HG01680,Male,ThousandGenomes,EUR,IBS
HG01681,Female,ThousandGenomes,EUR,IBS
HG01682,Male,ThousandGenomes,EUR,IBS
HG01683,Unknown,ThousandGenomes,EUR,IBS
HG01684,Female,ThousandGenomes,EUR,IBS
HG01685,Female,ThousandGenomes,EUR,IBS
HG01686,Male,ThousandGenomes,EUR,IBS
HG01687,Female,ThousandGenomes,EUR,IBS
HG01694,Male,ThousandGenomes,EUR,IBS
HG01695,Female,ThousandGenomes,EUR,IBS
HG01696,Male,ThousandGenomes,EUR,IBS
HG01697,Female,ThousandGenomes,EUR,IBS
HG01698,Male,ThousandGenomes,EUR,IBS
HG01699,Male,ThousandGenomes,EUR,IBS
HG01700,Male,ThousandGenomes,EUR,IBS
HG01701,Male,ThousandGenomes,EUR,IBS
HG01702,Female,ThousandGenomes,EUR,IBS
HG01703,Male,ThousandGenomes,EUR,IBS
HG01704,Female,ThousandGenomes,EUR,IBS
HG01705,Male,ThousandGenomes,EUR,IBS
HG01706,Female,ThousandGenomes,EUR,IBS
HG01707,Female,ThousandGenomes,EUR,IBS
HG01708,Male,ThousandGenomes,EUR,IBS
HG01709,Male,ThousandGenomes,EUR,IBS
HG01710,Female,ThousandGenomes,EUR,IBS
HG01711,Female,ThousandGenomes,EUR,IBS
HG01746,Female,ThousandGenomes,EUR,IBS
HG01747,Male,ThousandGenomes,EUR,IBS
HG01748,Male,ThousandGenomes,EUR,IBS
HG01755,Female,ThousandGenomes,EUR,IBS
HG01756,Male,ThousandGenomes,EUR,IBS
HG01757,Female,ThousandGenomes,EUR,IBS
HG01761,Male,ThousandGenomes,EUR,IBS
HG01762,Female,ThousandGenomes,EUR,IBS
HG01763,Female,ThousandGenomes,EUR,IBS
HG01765,Male,ThousandGenomes,EUR,IBS
HG01766,Female,ThousandGenomes,EUR,IBS
HG01767,Male,ThousandGenomes,EUR,IBS
HG01768,Female,ThousandGenomes,EUR,IBS
HG01770,Female,ThousandGenomes,EUR,IBS
HG01771,Male,ThousandGenomes,EUR,IBS
HG01772,Female,ThousandGenomes,EUR,IBS
HG01773,Female,ThousandGenomes,EUR,IBS
HG01774,Male,ThousandGenomes,EUR,IBS
HG01775,Male,ThousandGenomes,EUR,IBS
HG01776,Female,ThousandGenomes,EUR,IBS
HG01777,Male,ThousandGenomes,EUR,IBS
HG01778,Male,ThousandGenomes,EUR,IBS
HG01779,Female,ThousandGenomes,EUR,IBS
HG01780,Male,ThousandGenomes,EUR,IBS
HG01781,Male,ThousandGenomes,EUR,IBS
HG01782,Female,ThousandGenomes,EUR,IBS
HG01783,Male,ThousandGenomes,EUR,IBS
HG01784,Female,ThousandGenomes,EUR,IBS
HG01785,Male,ThousandGenomes,EUR,IBS
HG01786,Female,ThousandGenomes,EUR,IBS
HG01789,Male,ThousandGenomes,EUR,GBR
HG01790,Female,ThousandGenomes,EUR,GBR
HG01791,Male,ThousandGenomes,EUR,GBR
HG01794,Female,ThousandGenomes,EAS,CDX
HG01795,Female,ThousandGenomes,EAS,CDX
HG01796,Female,ThousandGenomes,EAS,CDX
HG01797,Female,ThousandGenomes,EAS,CDX
HG01798,Female,ThousandGenomes,EAS,CDX
HG01799,Female,ThousandGenomes,EAS,CDX
HG01800,Female,ThousandGenomes,EAS,CDX
HG01801,Female,ThousandGenomes,EAS,CDX
HG01802,Female,ThousandGenomes,EAS,CDX
HG01804,Female,ThousandGenomes,EAS,CDX
HG01805,Female,ThousandGenomes,EAS,CDX
HG01806,Female,ThousandGenomes,EAS,CDX
HG01807,Female,ThousandGenomes,EAS,CDX
HG01808,Female,ThousandGenomes,EAS,CDX
HG01809,Female,ThousandGenomes,EAS,CDX
HG01810,Male,ThousandGenomes,EAS,CDX
HG01811,Male,ThousandGenomes,EAS,CDX
HG01812,Female,ThousandGenomes,EAS,CDX
HG01813,Female,ThousandGenomes,EAS,CDX
HG01815,Female,ThousandGenomes,EAS,CDX
HG01816,Male,ThousandGenomes,EAS,CDX
HG01817,Female,ThousandGenomes,EAS,CDX
HG01840,Male,ThousandGenomes,EAS,KHV
HG01841,Female,ThousandGenomes,EAS,KHV
HG01842,Male,ThousandGenomes,EAS,KHV
HG01843,Female,ThousandGenomes,EAS,KHV
HG01844,Male,ThousandGenomes,EAS,KHV
HG01845,Female,ThousandGenomes,EAS,KHV
HG01846,Male,ThousandGenomes,EAS,KHV
HG01847,Female,ThousandGenomes,EAS,KHV
HG01848,Female,ThousandGenomes,EAS,KHV
HG01849,Male,ThousandGenomes,EAS,KHV
HG01850,Female,ThousandGenomes,EAS,KHV
HG01851,Female,ThousandGenomes,EAS,KHV
HG01852,Male,ThousandGenomes,EAS,KHV
HG01853,Female,ThousandGenomes,EAS,KHV
HG01855,Female,ThousandGenomes,EAS,KHV
HG01857,Female,ThousandGenomes,EAS,KHV
HG01858,Female,ThousandGenomes,EAS,KHV
HG01859,Female,ThousandGenomes,EAS,KHV
HG01860,Male,ThousandGenomes,EAS,KHV
HG01861,Male,ThousandGenomes,EAS,KHV
HG01862,Female,ThousandGenomes,EAS,KHV
HG01863,Female,ThousandGenomes,EAS,KHV
HG01864,Male,ThousandGenomes,EAS,KHV
HG01865,Male,ThousandGenomes,EAS,KHV
HG01866,Male,ThousandGenomes,EAS,KHV
HG01867,Male,ThousandGenomes,EAS,KHV
HG01868,Female,ThousandGenomes,EAS,KHV
HG01869,Female,ThousandGenomes,EAS,KHV
HG01870,Female,ThousandGenomes,EAS,KHV
HG01871,Female,ThousandGenomes,EAS,KHV
HG01872,Male,ThousandGenomes,EAS,KHV
HG01873,Male,ThousandGenomes,EAS,KHV
HG01874,Female,ThousandGenomes,EAS,KHV
HG01878,Female,ThousandGenomes,EAS,KHV
HG01879,Male,ThousandGenomes,AFR,ACB
HG01880,Female,ThousandGenomes,AFR,ACB
HG01881,Female,ThousandGenomes,AFR,ACB
HG01882,Male,ThousandGenomes,AFR,ACB
HG01883,Female,ThousandGenomes,AFR,ACB
HG01884,Female,ThousandGenomes,AFR,ACB
HG01885,Male,ThousandGenomes,AFR,ACB
HG01886,Female,ThousandGenomes,AFR,ACB
HG01887,Male,ThousandGenomes,AFR,ACB
HG01888,Male,ThousandGenomes,AFR,ACB
HG01889,Female,ThousandGenomes,AFR,ACB
HG01890,Male,ThousandGenomes,AFR,ACB
HG01891,Female,ThousandGenomes,AFR,ACB
HG01892,Male,ThousandGenomes,AMR,PEL
HG01893,Female,ThousandGenomes,AMR,PEL
HG01894,Female,ThousandGenomes,AFR,ACB
HG01895,Male,ThousandGenomes,AFR,ACB
HG01896,Female,ThousandGenomes,AFR,ACB
HG01897,Male,ThousandGenomes,AFR,ACB
HG01898,Female,ThousandGenomes,AMR,PEL
HG01912,Male,ThousandGenomes,AFR,ACB
HG01914,Male,ThousandGenomes,AFR,ACB
HG01915,Female,ThousandGenomes,AFR,ACB
HG01916,Female,ThousandGenomes,AFR,ACB
HG01917,Male,ThousandGenomes,AMR,PEL
HG01918,Female,ThousandGenomes,AMR,PEL
HG01919,Female,ThousandGenomes,AMR,PEL
HG01920,Male,ThousandGenomes,AMR,PEL
HG01921,Female,ThousandGenomes,AMR,PEL
HG01922,Female,ThousandGenomes,AMR,PEL
HG01923,Male,ThousandGenomes,AMR,PEL
HG01924,Female,ThousandGenomes,AMR,PEL
HG01925,Female,ThousandGenomes,AMR,PEL
HG01926,Male,ThousandGenomes,AMR,PEL
HG01927,Female,ThousandGenomes,AMR,PEL
HG01928,Male,ThousandGenomes,AMR,PEL
HG01932,Male,ThousandGenomes,AMR,PEL
HG01933,Female,ThousandGenomes,AMR,PEL
HG01934,Male,ThousandGenomes,AMR,PEL
HG01935,Male,ThousandGenomes,AMR,PEL
HG01936,Female,ThousandGenomes,AMR,PEL
HG01937,Male,ThousandGenomes,AMR,PEL
HG01938,Male,ThousandGenomes,AMR,PEL
HG01939,Female,ThousandGenomes,AMR,PEL
HG01940,Female,ThousandGenomes,AMR,PEL
HG01941,Male,ThousandGenomes,AMR,PEL
HG01942,Female,ThousandGenomes,AMR,PEL
HG01943,Male,ThousandGenomes,AMR,PEL
HG01944,Male,ThousandGenomes,AMR,PEL
HG01945,Female,ThousandGenomes,AMR,PEL
HG01946,Male,ThousandGenomes,AMR,PEL
HG01947,Male,ThousandGenomes,AMR,PEL
HG01948,Female,ThousandGenomes,AMR,PEL
HG01949,Female,ThousandGenomes,AMR,PEL
HG01950,Male,ThousandGenomes,AMR,PEL
HG01951,Female,ThousandGenomes,AMR,PEL
HG01952,Male,ThousandGenomes,AMR,PEL
HG01953,Male,ThousandGenomes,AMR,PEL
HG01954,Female,ThousandGenomes,AMR,PEL
HG01955,Female,ThousandGenomes,AMR,PEL
HG01956,Female,ThousandGenomes,AFR,ACB
HG01958,Female,ThousandGenomes,AFR,ACB
HG01959,Female,ThousandGenomes,AFR,ACB
HG01960,Female,ThousandGenomes,AFR,ACB
HG01961,Male,ThousandGenomes,AMR,PEL
HG01965,Female,ThousandGenomes,AMR,PEL
HG01967,Male,ThousandGenomes,AMR,PEL
HG01968,Female,ThousandGenomes,AMR,PEL
HG01969,Female,ThousandGenomes,AMR,PEL
HG01970,Male,ThousandGenomes,AMR,PEL
HG01971,Female,ThousandGenomes,AMR,PEL
HG01972,Female,ThousandGenomes,AMR,PEL
HG01973,Female,ThousandGenomes,AMR,PEL
HG01974,Male,ThousandGenomes,AMR,PEL
HG01975,Female,ThousandGenomes,AMR,PEL
HG01976,Female,ThousandGenomes,AMR,PEL
HG01977,Male,ThousandGenomes,AMR,PEL
HG01978,Female,ThousandGenomes,AMR,PEL
HG01979,Male,ThousandGenomes,AMR,PEL
HG01980,Female,ThousandGenomes,AMR,PEL
HG01981,Female,ThousandGenomes,AMR,PEL
HG01982,Male,ThousandGenomes,AMR,PEL
HG01983,Female,ThousandGenomes,AMR,PEL
HG01984,Male,ThousandGenomes,AMR,PEL
HG01985,Female,ThousandGenomes,AFR,ACB
HG01986,Male,ThousandGenomes,AFR,ACB
HG01987,Male,ThousandGenomes,AFR,ACB
HG01988,Male,ThousandGenomes,AFR,ACB
HG01989,Female,ThousandGenomes,AFR,ACB
HG01990,Male,ThousandGenomes,AFR,ACB
HG01991,Male,ThousandGenomes,AMR,PEL
HG01992,Female,ThousandGenomes,AMR,PEL
HG01993,Female,ThousandGenomes,AMR,PEL
HG01997,Female,ThousandGenomes,AMR,PEL
HG01998,Male,ThousandGenomes,AMR,PEL
HG02002,Male,ThousandGenomes,AMR,PEL
HG02003,Female,ThousandGenomes,AMR,PEL
HG02004,Female,ThousandGenomes,AMR,PEL
HG02006,Female,ThousandGenomes,AMR,PEL
HG02008,Male,ThousandGenomes,AMR,PEL
HG02009,Male,ThousandGenomes,AFR,ACB
HG02010,Female,ThousandGenomes,AFR,ACB
HG02011,Male,ThousandGenomes,AFR,ACB
HG02012,Female,ThousandGenomes,AFR,ACB
HG02013,Male,ThousandGenomes,AFR,ACB
HG02014,Male,ThousandGenomes,AFR,ACB
HG02015,Male,ThousandGenomes,EAS,KHV
HG02016,Female,ThousandGenomes,EAS,KHV
HG02017,Male,ThousandGenomes,EAS,KHV
HG02018,Female,ThousandGenomes,EAS,KHV
HG02019,Female,ThousandGenomes,EAS,KHV
HG02020,Male,ThousandGenomes,EAS,KHV
HG02023,Male,ThousandGenomes,EAS,KHV
HG02024,Female,ThousandGenomes,EAS,KHV
HG02025,Female,ThousandGenomes,EAS,KHV
HG02026,Male,ThousandGenomes,EAS,KHV
HG02027,Male,ThousandGenomes,EAS,KHV
HG02028,Female,ThousandGenomes,EAS,KHV
HG02029,Male,ThousandGenomes,EAS,KHV
HG02030,Male,ThousandGenomes,EAS,KHV
HG02031,Female,ThousandGenomes,EAS,KHV
HG02032,Male,ThousandGenomes,EAS,KHV
HG02035,Male,ThousandGenomes,EAS,KHV
HG02040,Male,ThousandGenomes,EAS,KHV
HG02047,Male,ThousandGenomes,EAS,KHV
HG02048,Female,ThousandGenomes,EAS,KHV
HG02049,Female,ThousandGenomes,EAS,KHV
HG02050,Male,ThousandGenomes,EAS,KHV
HG02051,Male,ThousandGenomes,AFR,ACB
HG02052,Female,ThousandGenomes,AFR,ACB
HG02053,Male,ThousandGenomes,AFR,ACB
HG02054,Female,ThousandGenomes,AFR,ACB
HG02055,Male,ThousandGenomes,AFR,ACB
HG02056,Male,ThousandGenomes,EAS,KHV
HG02057,Female,ThousandGenomes,EAS,KHV
HG02058,Male,ThousandGenomes,EAS,KHV
HG02059,Female,ThousandGenomes,EAS,KHV
HG02060,Female,ThousandGenomes,EAS,KHV
HG02061,Male,ThousandGenomes,EAS,KHV
HG02064,Male,ThousandGenomes,EAS,KHV
HG02067,Male,ThousandGenomes,EAS,KHV
HG02068,Female,ThousandGenomes,EAS,KHV
HG02069,Female,ThousandGenomes,EAS,KHV
HG02070,Male,ThousandGenomes,EAS,KHV
HG02071,Male,ThousandGenomes,EAS,KHV
HG02072,Female,ThousandGenomes,EAS,KHV
HG02073,Male,ThousandGenomes,EAS,KHV
HG02074,Male,ThousandGenomes,EAS,KHV
HG02075,Female,ThousandGenomes,EAS,KHV
HG02076,Male,ThousandGenomes,EAS,KHV
HG02077,Male,ThousandGenomes,EAS,KHV
HG02078,Female,ThousandGenomes,EAS,KHV
HG02079,Male,ThousandGenomes,EAS,KHV
HG02080,Female,ThousandGenomes,EAS,KHV
HG02081,Female,ThousandGenomes,EAS,KHV
HG02082,Male,ThousandGenomes,EAS,KHV
HG02083,Male,ThousandGenomes,EAS,KHV
HG02084,Female,ThousandGenomes,EAS,KHV
HG02085,Male,ThousandGenomes,EAS,KHV
HG02086,Female,ThousandGenomes,EAS,KHV
HG02087,Female,ThousandGenomes,EAS,KHV
HG02088,Male,ThousandGenomes,EAS,KHV
HG02089,Female,ThousandGenomes,AMR,PEL
HG02090,Male,ThousandGenomes,AMR,PEL
HG02091,Female,ThousandGenomes,AMR,PEL
HG02095,Female,ThousandGenomes,AFR,ACB
HG02102,Female,ThousandGenomes,AMR,PEL
HG02104,Male,ThousandGenomes,AMR,PEL
HG02105,Female,ThousandGenomes,AMR,PEL
HG02106,Female,ThousandGenomes,AMR,PEL
HG02107,Male,ThousandGenomes,AFR,ACB
HG02108,Female,ThousandGenomes,AFR,ACB
HG02111,Female,ThousandGenomes,AFR,ACB
HG02113,Female,ThousandGenomes,EAS,KHV
HG02116,Male,ThousandGenomes,EAS,KHV
HG02120,Male,ThousandGenomes,EAS,KHV
HG02121,Female,ThousandGenomes,EAS,KHV
HG02122,Male,ThousandGenomes,EAS,KHV
HG02126,Female,ThousandGenomes,EAS,KHV
HG02127,Female,ThousandGenomes,EAS,KHV
HG02128,Male,ThousandGenomes,EAS,KHV
HG02129,Male,ThousandGenomes,EAS,KHV
HG02130,Female,ThousandGenomes,EAS,KHV
HG02131,Male,ThousandGenomes,EAS,KHV
HG02132,Male,ThousandGenomes,EAS,KHV
HG02133,Female,ThousandGenomes,EAS,KHV
HG02134,Male,ThousandGenomes,EAS,KHV
HG02135,Male,ThousandGenomes,EAS,KHV
HG02136,Female,ThousandGenomes,EAS,KHV
HG02137,Male,ThousandGenomes,EAS,KHV
HG02138,Male,ThousandGenomes,EAS,KHV
HG02139,Female,ThousandGenomes,EAS,KHV
HG02140,Female,ThousandGenomes,EAS,KHV
HG02141,Male,ThousandGenomes,EAS,KHV
HG02142,Female,ThousandGenomes,EAS,KHV
HG02143,Male,ThousandGenomes,AFR,ACB
HG02144,Female,ThousandGenomes,AFR,ACB
HG02145,Male,ThousandGenomes,AFR,ACB
HG02146,Male,ThousandGenomes,AMR,PEL
HG02147,Female,ThousandGenomes,AMR,PEL
HG02148,Female,ThousandGenomes,AMR,PEL
HG02150,Male,ThousandGenomes,AMR,PEL
HG02151,Female,ThousandGenomes,EAS,CDX
HG02152,Female,ThousandGenomes,EAS,CDX
HG02153,Female,ThousandGenomes,EAS,CDX
HG02154,Female,ThousandGenomes,EAS,CDX
HG02155,Female,ThousandGenomes,EAS,CDX
HG02156,Female,ThousandGenomes,EAS,CDX
HG02164,Female,ThousandGenomes,EAS,CDX
HG02165,Female,ThousandGenomes,EAS,CDX
HG02166,Female,ThousandGenomes,EAS,CDX
HG02178,Female,ThousandGenomes,EAS,CDX
HG02179,Female,ThousandGenomes,EAS,CDX
HG02180,Female,ThousandGenomes,EAS,CDX
HG02181,Female,ThousandGenomes,EAS,CDX
HG02182,Female,ThousandGenomes,EAS,CDX
HG02184,Female,ThousandGenomes,EAS,CDX
HG02185,Female,ThousandGenomes,EAS,CDX
HG02186,Female,ThousandGenomes,EAS,CDX
HG02187,Female,ThousandGenomes,EAS,CDX
HG02188,Female,ThousandGenomes,EAS,CDX
HG02190,Female,ThousandGenomes,EAS,CDX
HG02215,Female,ThousandGenomes,EUR,GBR
HG02219,Male,ThousandGenomes,EUR,IBS
HG02220,Female,ThousandGenomes,EUR,IBS
HG02221,Male,ThousandGenomes,EUR,IBS
HG02222,Female,ThousandGenomes,EUR,IBS
HG02223,Female,ThousandGenomes,EUR,IBS
HG02224,Male,ThousandGenomes,EUR,IBS
HG02225,Female,ThousandGenomes,EUR,IBS
HG02229,Female,ThousandGenomes,EUR,IBS
HG02230,Female,ThousandGenomes,EUR,IBS
HG02231,Male,ThousandGenomes,EUR,IBS
HG02232,Female,ThousandGenomes,EUR,IBS
HG02233,Male,ThousandGenomes,EUR,IBS
HG02234,Male,ThousandGenomes,EUR,IBS
HG02235,Female,ThousandGenomes,EUR,IBS
HG02236,Male,ThousandGenomes,EUR,IBS
